Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Life Cycle Status Type,Address,Finder ID,Identifier,In Language(s),Last Updated,Owned By/Offered By,Published By,Time Estimate(s),Occupation Code(s),Instructional Program Code(s),Delivery Type(s),Subject Webpage,Keywords,Financial Assistance,Requirements Description(s),Finder Detail Page,Registry URI,Required Credit,Estimated Cost(s),Estimated Cost Details
Resource,ce-26e552e3-186a-42a6-adbe-7eaa3d5b9b08,ceterms:Course,Course,MATH-M 301 - Linear Algebra And Applications,"Solving systems of linear equations, matrix algebra, determinants, vector spaces, eigenvalues and eigenvectors. Selection of advanced topics. Applications throughout. Computer used for theory and applications.",Active,,289326,"Typically Offered: Spring, Summer",English,"Apr 9, 2025 12:56 PM",Indiana University Southeast,,,,,,https://sisjee.iu.edu/sisigps-prd/web/igps/course/search/,,,,https://credentialfinder.org/LearningOpportunity/289326,https://credentialengineregistry.org/resources/ce-26e552e3-186a-42a6-adbe-7eaa3d5b9b08,,,
Resource,ce-70e7db33-d79f-4984-8ab9-63225072dc6c,ceterms:Course,Course,MATH-M 466 - Introduction To Mathematical Statistics,"Rigorous mathematical treatment of problems in sampling and statistical inference. Method of maximum likelihood, efficiency, sufficient statistics, exponential family distributions, likelihood ratio tests, most powerful tests, minimum variance unbiased estimators, shortest confidence intervals, linear models and analysis of variance, nonparametric methods.",Active,,289311,"Typically Offered: Spring, Summer, Fall",English,"Apr 9, 2025 12:56 PM",Indiana University Southeast,,,,,,https://sisjee.iu.edu/sisigps-prd/web/igps/course/search/,,,,https://credentialfinder.org/LearningOpportunity/289311,https://credentialengineregistry.org/resources/ce-70e7db33-d79f-4984-8ab9-63225072dc6c,,,
Resource,ce-1a55187f-8edc-4314-800b-dd85f915da17,ceterms:Course,Course,BUS-M 437 - Social Media Marketing (Smm),"Social Media Marketing is the use of social media by marketers to increase brand awareness, identify key audiences, generate leads and build meaningful relationships. Social media allows businesses to gain a competitive advantage through the creation and distribution of valuable, relevant and consistent content to attract and retain clearly-defined audiences.",Active,,289310,Typically Offered: Spring,English,"Apr 9, 2025 12:56 PM",Indiana University Southeast,,,,,,https://sisjee.iu.edu/sisigps-prd/web/igps/course/search/,,,,https://credentialfinder.org/LearningOpportunity/289310,https://credentialengineregistry.org/resources/ce-1a55187f-8edc-4314-800b-dd85f915da17,,,
Resource,ce-3c85cb9f-38fe-46de-bb96-16a8197b810b,ceterms:Course,Course,MATH-M 493 - Senior Thesis In Mathematics,"Student must write a paper, relating to 400-level mathematics study, on a topic agreed upon by the student and the department chairman or advisor delegated by the chairman.",Active,,289306,"Typically Offered: Spring, Summer, Fall",English,"Apr 9, 2025 12:56 PM",Indiana University Southeast,,,,,,https://sisjee.iu.edu/sisigps-prd/web/igps/course/search/,,,,https://credentialfinder.org/LearningOpportunity/289306,https://credentialengineregistry.org/resources/ce-3c85cb9f-38fe-46de-bb96-16a8197b810b,,,
Resource,,ceterms:Course,Course,Entrepreneurship [reference],,Active,,262017,,,"Aug 16, 2024 5:57 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262017,,,,
Resource,,ceterms:Course,Course,Nutrition [reference],,Active,,262389,,,"Aug 16, 2024 4:03 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262389,,,,
Resource,,ceterms:Course,Course,Criminology [reference],,Active,,262210,,,"Aug 16, 2024 3:49 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262210,,,,
Resource,,ceterms:Course,Course,Pathophysiology [reference],,Active,,257146,,,"Aug 16, 2024 3:14 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257146,,,,
Resource,,ceterms:Course,Course,Cybercrime [reference],,Active,,257352,,,"Aug 16, 2024 10:11 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257352,,,,
Resource,ce-be799519-0b77-43a3-a992-ef8854f2fad2,ceterms:LearningOpportunityProfile,Learning Opportunity,Phlebotomy Technician,Phlebotomy Technician Training Program,Active,,19168,,English,"Mar 26, 2025 2:07 PM",B&M Career Institute,,6 Weeks,Phlebotomists (31-9097.00),Phlebotomy Technician/Phlebotomist (51.1009),In-Person,http://www.bmcareerinstitute.com/phlebotomy-technician.php,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/19168,https://credentialengineregistry.org/resources/ce-be799519-0b77-43a3-a992-ef8854f2fad2,80 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/phlebotomy-technician.php | US Dollar,Cost #1 | Tuition | 3740
Addendum,ce-be799519-0b77-43a3-a992-ef8854f2fad2,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/phlebotomy-technician.php | US Dollar,Cost #1 | Learning Resource
Addendum,ce-be799519-0b77-43a3-a992-ef8854f2fad2,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/phlebotomy-technician.php | US Dollar,Cost #1 | Optional Charges
Resource,ce-a89315b3-5acf-47a6-bc8d-ad9f96f1ae68,ceterms:LearningOpportunityProfile,Learning Opportunity,Medical Assistant,Medical Assistant Training Program,Active,,19167,,English,"Mar 26, 2025 2:07 PM",B&M Career Institute,,24 Weeks,Medical Assistants (31-9092.00),Medical/Clinical Assistant (51.0801),In-Person,http://www.bmcareerinstitute.com/medical-assistant.php,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/19167,https://credentialengineregistry.org/resources/ce-a89315b3-5acf-47a6-bc8d-ad9f96f1ae68,722 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/medical-assistant.php | US Dollar,Cost #1 | Tuition | 8500
Addendum,ce-a89315b3-5acf-47a6-bc8d-ad9f96f1ae68,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/medical-assistant.php | US Dollar,Cost #1 | Learning Resource
Addendum,ce-a89315b3-5acf-47a6-bc8d-ad9f96f1ae68,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/medical-assistant.php | US Dollar,Cost #1 | Optional Charges
Resource,ce-9991f04a-706a-4d54-95b0-daf6ca0e87a5,ceterms:LearningOpportunityProfile,Learning Opportunity,Medication Aide,Medication Aide Training Program,Active,,19170,,English,"Mar 26, 2025 2:07 PM",B&M Career Institute,,8 Weeks,Home Health Aides (31-1121.00),Medication Aide (51.2603),In-Person,http://www.bmcareerinstitute.com/medication-aide.php,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/19170,https://credentialengineregistry.org/resources/ce-9991f04a-706a-4d54-95b0-daf6ca0e87a5,140 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/medication-aide.php | US Dollar,Cost #1 | Tuition | 920
Addendum,ce-9991f04a-706a-4d54-95b0-daf6ca0e87a5,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/medication-aide.php | US Dollar,Cost #1 | Learning Resource
Addendum,ce-9991f04a-706a-4d54-95b0-daf6ca0e87a5,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/medication-aide.php | US Dollar,Cost #1 | Optional Charges
Resource,ce-b0ac9130-0fae-4d97-b678-be3da563f53e,ceterms:LearningOpportunityProfile,Learning Opportunity,Landscape Management,"Becoming a proficient landscape professional requires a substantial skill set, often acquired through apprenticeships. Our Landscape Management Technician apprenticeship program is dedicated to nurturing motivated individuals, offering comprehensive train",Active,,296795,,English,"Jun 20, 2025 10:46 AM","LE&M Contractors, LLC",,17 Weeks,Landscaping and Groundskeeping Workers (37-3011.00),"Geology/Earth Science, General (40.0601)",Blended Delivery,https://lemcontractors.com/apprenticeship-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/296795,https://credentialengineregistry.org/resources/ce-b0ac9130-0fae-4d97-b678-be3da563f53e,24 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://lemcontractors.com/apprenticeship-programs | US Dollar,Cost #1 | Tuition | 12500
Addendum,ce-b0ac9130-0fae-4d97-b678-be3da563f53e,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://lemcontractors.com/apprenticeship-programs | US Dollar,Cost #1 | Learning Resource
Addendum,ce-b0ac9130-0fae-4d97-b678-be3da563f53e,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://lemcontractors.com/apprenticeship-programs | US Dollar,Cost #1 | Optional Charges
Resource,ce-d42f4ec4-a32a-4a49-b0ff-8d35d626b84f,ceterms:LearningOpportunityProfile,Learning Opportunity,Accounting Technician,"Becoming a proficient accounting professional requires a substantial skill set, often acquired through apprenticeships. The apprenticeship program is dedicated to nurturing motivated individuals, offering comprehensive training to enhance their abilities",Active,,296796,,English,"Jun 20, 2025 10:46 AM","LE&M Contractors, LLC",,17 Weeks,"Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)",Accounting Technology/Technician and Bookkeeping (52.0302),Blended Delivery,https://lemcontractors.com/apprenticeship-programs,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/296796,https://credentialengineregistry.org/resources/ce-d42f4ec4-a32a-4a49-b0ff-8d35d626b84f,24 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://lemcontractors.com/apprenticeship-programs | US Dollar,Cost #1 | Tuition | 12500
Addendum,ce-d42f4ec4-a32a-4a49-b0ff-8d35d626b84f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://lemcontractors.com/apprenticeship-programs | US Dollar,Cost #1 | Learning Resource
Addendum,ce-d42f4ec4-a32a-4a49-b0ff-8d35d626b84f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://lemcontractors.com/apprenticeship-programs | US Dollar,Cost #1 | Optional Charges
Resource,ce-4a110079-d295-42cb-942d-d7aedbb19541,ceterms:LearningOpportunityProfile,Learning Opportunity,Mechanical Engineering B S M E--Duluth,The mission of the bachelor of science in mechanical engineering is to deliver a laboratory-intensive undergraduate mechanical engineering education that provides students with the tools and skills to excel in the engineering profession as they pursue lifelong learning and make positive contributions to society. The student learning experience offers unique opportunities for study abroad undergraduate research and electives outside of mechanical engineering to develop an enhanced global perspective.--The educational objectives of the mechanical engineering program are to produce graduates who are able to: --1. Solve mechanical engineering problems by applying contemporary engineering tools to propose and implement effective solutions. --2. Design develop implement and improve thermal and mechanical systems. --3. Contribute as informed ethical and responsible members of the engineering profession and society as a whole. --4. Continue lifelong professional development throughout their career. --5. Collaborate and communicate effectively with others as a member or leader of an engineering or multidisciplinary team in an international setting. --The BSME program integrates topics from chemistry physics advanced mathematics and statistics and core engineering science to prepare graduates to work professionally in both thermal and mechanical systems from design development manufacture and use of products involving mechanical and thermal elements.--The program emphasizes the production engineering approach to mechanical and thermal systems design and development. Upper division courses provide students with a strong understanding of mechanical and thermal systems and the skills to design develop and implement these systems. --The mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET. http://www.abet.org--Mechanical engineering graduates are qualified for employment in a wide variety of industries inclu,Active,1049 University Drive; Duluth; Minnesota; 55812,970,,English,"Mar 21, 2022 3:11 AM","University of Minnesota, Duluth",Minnesota Department of Employment and Economic Development (DEED),,,,In-Person,https://onestop2.umn.edu/pcas/viewCatalogProgram.do?programID=644&strm=1209&campus=UMNDL,,,,https://credentialfinder.org/LearningOpportunity/970,https://credentialengineregistry.org/resources/ce-4a110079-d295-42cb-942d-d7aedbb19541,,,
Resource,ce-3699ef9e-7998-4aa8-bc7c-83a0215124e4,ceterms:LearningOpportunityProfile,Learning Opportunity,Mechanical Engineering B M E--Twin Cities,The Department of Mechanical Engineering is committed to offering undergraduate and graduate education of the highest quality in mechanical engineering to conducting significant basic and applied research in selected areas and to providing professional service to the appropriate constituencies of a major land grant university.--Mechanical engineering is involved in most technological activities of society and dominates many including automotive transportation materials handling environmental and pollution control systems refrigeration and cryogenics power systems design automation system dynamics and control computer-aided design and manufacturing capital equipment design and consumer products production. A mechanical engineer may be engaged in design development research testing manufacturing administration marketing consulting or education.,Active,100 Church Street SE; Minneapolis; Minnesota; 55455,5244,,English,"Mar 21, 2022 3:04 AM","University of Minnesota, Twin Cities",Minnesota Department of Employment and Economic Development (DEED),,,,In-Person,http://www.umn.edu,,,,https://credentialfinder.org/LearningOpportunity/5244,https://credentialengineregistry.org/resources/ce-3699ef9e-7998-4aa8-bc7c-83a0215124e4,,,
